,Common_Name,Family,USDA_hardiness,Known_Hazards,Habitats,Range,Edibility_Rating,Other_Uses,Weed_Potential,Medicinal_Rating,species,Care,ID,URL,common_name,edibility,Uses,Endangered,Invasive,lookslike,picslist,leaf,flower,fruit,twig,bark,form,family,genus,symbol,range,07_Class,08_Subclass,09_Order,10_Family,11_Genus,12_Species,13_Variety,14_Variety,tsn,08_Superorder,15_Variety,16_Variety,17_Variety,18_Variety,19_Variety,01_Species,13_Subspecies,14_Subspecies,01_Variety,15_Subspecies,01_Subspecies,16_Subspecies,17_Subspecies,18_Subspecies
10,,,,,,,,,,,Acer spicatum,,10,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=354,mountain maple,edible,"syrup, tanning",,,"[['striped maple', 'factsheet.cfm?ID=4'], ['red maple', 'factsheet.cfm?ID=1'], ['sycamore maple', 'factsheet.cfm?ID=162']]","['../images/Acer spicatum/latin.wav', '../images/Acer spicatum/leaf1.jpg', '../images/Acer spicatum/flower1.jpg', '../images/Acer spicatum/fruit1.jpg', '../images/Acer spicatum/twig1.jpg', '../images/Acer spicatum/bark1.jpg', '../images/Acer spicatum/form1.jpg', '../images/Acer spicatum/map.jpg', '../images/Acer spicatum/map.pdf', '../images/Acer spicatum/fall.jpg']","Opposite, simple, orbicular, 3 to 4 inches long, 3 sometimes 5 short lobes, broad v-shaped sinuses, coarsely serrated margin; dark yellowish green above and paler, somewhat hairy below.","Species is monoecious; greenish yellow, in 3 to 6 inch erect, slender, terminal clusters, appearing after the leaves in early summer.","Paired samaras, 1/2 inch long, spreading less than 90 degrees, seed cavity indented on one side, occurring in hanging clusters, maturing in late summer.","Slender, yellow-green in summer, generally pale red in winter with short gray fuzz; buds 1/4 inch long, red with some gray fuzz, stalked and valvate.","Thin, grayish brown to light brown, initially smooth but later splitting and developing shallow furrows.","Large shrub or small, tree up to 25 feet tall and 6 inches in diameter.",Aceraceae,Acer,ACSP2,Acer spicatum is native to North America. Range may be expanded by planting.,Magnoliopsida,,Sapindales,Sapindaceae,Acer,Acer spicatum,,,28758.0,Rosanae,,,,,,,,,,,,,,
11,,,,,,,,,,,Acer xfreemanii,,11,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=939,Freeman maple,,street tree,,,"[['red maple', 'factsheet.cfm?ID=1'], ['silver maple', 'factsheet.cfm?ID=5']]","['../images/Acer xfreemanii/latin.wav', '../images/Acer xfreemanii/leaf1.jpg', '../images/Acer xfreemanii/map.jpg', '../images/Acer xfreemanii/map.pdf']","Opposite, simple with 3-5 deeply palmate sinuses (although not as deep as silver maple), lobe margins coarsely serrate, 2 1/2 to 5 inches long; light green above, pale, silvery white below; turning bright red to orange-red in the fall.",Many varieties are sterile; species is monoecious; greenish to reddish flowers appear in dense clusters in early spring long before leaves.,"Samara, divergent wings to 2 inches long, germinate as soon as released, mature in late spring.","Red-brown in color; buds reddish brown with large scales, flower buds often in conspicuous dense clusters.","Light gray and smooth when young, when older breaks up into long thin strips, loose at ends.",A medium-sized tree with a rounded crown.,Aceraceae,Acer,ACFR,,Magnoliopsida,,Sapindales,Sapindaceae,Acer,Acer xfreemanii,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,Aesculus flava,,12,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=140,yellow buckeye,toxic,ornamental,,,"[['Ohio buckeye', 'factsheet.cfm?ID=332'], ['horsechestnut', 'factsheet.cfm?ID=189'], ['red buckeye', 'factsheet.cfm?ID=170']]","['../images/Aesculus flava/latin.wav', '../images/Aesculus flava/leaf1.jpg', '../images/Aesculus flava/flower1.jpg', '../images/Aesculus flava/fruit1.jpg', '../images/Aesculus flava/twig1.jpg', '../images/Aesculus flava/bark1.jpg', '../images/Aesculus flava/form1.jpg', '../images/Aesculus flava/map.jpg', '../images/Aesculus flava/map.pdf', '../images/Aesculus flava/fall.jpg']","Opposite, palmately compound, 10 to 15 inches long, 5 oval leaflets, each 3 to 7 inches long, sharply serrate, petiole as long as leaflet; dark green above and paler below.","Species is monoecious; pale yellow-orange, tubular, with stamens shorter than petals, occur in large showy upright clusters, 4 to 8 inches in length, appear in late spring.","Smooth, thick, leathery husks enclosing 1 to 3 smooth chestnut-brown, shiny seeds with a large, lighter brown spot on one side; develop on a stout, terminal stalk and appear as small pear-shaped ""potatoes"".","Stout, with a large shield-shaped leaf scar, orangish lenticels; terminal buds are orangish brown, quite large (1/2 to 3/4 inch) with a sharp point; the lateral buds are much smaller.","Initially smooth, light grayish brown and often quite splotchy.","Typically quite straight, 50 to 80 feet tall with hanging branches; trunk diameter 1 to 2 feet.",Hippocastanaceae,Aesculus,AEFL,Aesculus flava is native to North America. Range may be expanded by planting.,Magnoliopsida,,Sapindales,Sapindaceae,Aesculus,Aesculus flava,,,28717.0,,,,,,,Aesculus flava,,,,,,,,
13,,,,,,,,,,,Aesculus glabra,,13,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=332,Ohio buckeye,toxic,ornamental,,,"[['yellow buckeye', 'factsheet.cfm?ID=140'], ['horsechestnut', 'factsheet.cfm?ID=189'], ['red buckeye', 'factsheet.cfm?ID=170']]","['../images/Aesculus glabra/latin.wav', '../images/Aesculus glabra/leaf1.jpg', '../images/Aesculus glabra/flower1.jpg', '../images/Aesculus glabra/fruit1.jpg', '../images/Aesculus glabra/twig1.jpg', '../images/Aesculus glabra/bark1.jpg', '../images/Aesculus glabra/form1.jpg', '../images/Aesculus glabra/map.jpg', '../images/Aesculus glabra/map.pdf', '../images/Aesculus glabra/fall.jpg']","Opposite, palmately compound with 5 leaflets, oval to obovate leaflets are 3 to 6 inches long with a serrated margin, rachis about as long as leaflets, dark green above and paler below.","Light yellow, in large, 4 to 7 inch, showy, upright clusters, stamens longer than petals, appear in spring.","Prickly, leathery husk enclosing usually 1 smooth chestnut brown seed (1 to 1 1/2 inches in diameter).","Stout, with a large shield-shaped leaf scar; fetid odor when broken; terminal buds are large, orangish brown with keeled scales; opposite lateral buds are much smaller.","Initially smooth, ashy gray but later developing corky, scaly patches, becoming quite rough and darker gray.","Upright, medium sized tree, 60 to 80 feet tall, 2 feet in diameter.",Hippocastanaceae,Aesculus,AEGL,Aesculus glabra is native to North America. Range may be expanded by planting.,Magnoliopsida,,Sapindales,Sapindaceae,Aesculus,Aesculus glabra,Aesculus glabra var. arguta,Aesculus glabra var. glabra,28718.0,Rosanae,,,,,,,,,,,,,,
14,,,,,,,,,,,Aesculus hippocastanum,,14,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=189,Horse chestnut,toxic,ornamental,,,"[['yellow buckeye', 'factsheet.cfm?ID=140'], ['Ohio buckeye', 'factsheet.cfm?ID=332'], ['red buckeye', 'factsheet.cfm?ID=170'], ['red horsechestnut', 'factsheet.cfm?ID=1119']]","['../images/Aesculus hippocastanum/latin.wav', '../images/Aesculus hippocastanum/leaf1.jpg', '../images/Aesculus hippocastanum/flower1.jpg', '../images/Aesculus hippocastanum/fruit1.jpg', '../images/Aesculus hippocastanum/twig1.jpg', '../images/Aesculus hippocastanum/bark1.jpg', '../images/Aesculus hippocastanum/form1.jpg', '../images/Aesculus hippocastanum/map.jpg', '../images/Aesculus hippocastanum/map.pdf']","Opposite, palmately compound leaf with usually 7, obovate, serrate leaflets (4 to 6 inches long), dark green above and paler below, petioles as long as leaflets.","Creamy white in a large showy upright cluster, 5 to 8 inches long, appear in spring.","Nearly round with thick, leathery very spiny husks enclosing 1 to 3 smooth, chestnut brown seeds.","Stout, with a large shield-shaped leaf scar; terminal buds are large (1/2 to 1 inch); shiny, sticky and reddish brown, lateral buds are much smaller.","Light to dark brownish gray, developing irregular scaly, rough ridges.","Upright, 40 to 60 feet tall with a round or oblong crown, 1 to 2 feet in diameter.",Hippocastanaceae,Aesculus,AEHI,,Magnoliopsida,,Sapindales,Sapindaceae,Aesculus,Aesculus hippocastanum,,,28721.0,Rosanae,,,,,,,,,,,,,,
15,,,,,,,,,,,Aesculus pavia,,15,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=170,red buckeye,toxic,ornamental,,,"[['bottlebrush buckeye', 'factsheet.cfm?ID=273'], ['painted buckeye', 'factsheet.cfm?ID=338'], ['red horsechestnut', 'factsheet.cfm?ID=1119']]","['../images/Aesculus pavia/latin.wav', '../images/Aesculus pavia/leaf1.jpg', '../images/Aesculus pavia/flower1.jpg', '../images/Aesculus pavia/fruit1.jpg', '../images/Aesculus pavia/twig1.jpg', '../images/Aesculus pavia/bark1.jpg', '../images/Aesculus pavia/form1.jpg', '../images/Aesculus pavia/map.jpg', '../images/Aesculus pavia/map.pdf', '../images/Aesculus pavia/fall.jpg']","Opposite, palmately compound, usually 5, elliptical, serrated leaflets, each 4 to 6 inches long, dark green and glabrous above.","Beautiful, upright cluster of dark-red tubular flowers, each cluster 4 to 7 inches long, appearing in spring.","Three-parted smooth husk containing 1 to 3 shiny brown fruits, mature in fall.","Stout, light-brown with raised lenticels, large opposite shield-shaped leaf scars, large pointed orange-brown buds are often paired at the ends of twigs.","Splotchy gray-brown, initially smooth but with size will develop scaly patches.","Small, often multi-stemmed tree reaches heights of 15 to 25 feet.",Hippocastanaceae,Aesculus,AEPA,Aesculus pavia is native to North America. Range may be expanded by planting.,Magnoliopsida,,Sapindales,Sapindaceae,Aesculus,Aesculus pavia,Aesculus pavia var. flavescens,Aesculus pavia var. pavia,28723.0,Rosanae,,,,,,,,,,,,,,
16,,,,,,,,,,,Aesculus sylvatica,,16,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=338,painted buckeye,toxic,ornamental,,,"[['red buckeye', 'factsheet.cfm?ID=170'], ['bottlebrush buckeye', 'factsheet.cfm?ID=273']]","['../images/Aesculus sylvatica/latin.wav', '../images/Aesculus sylvatica/leaf1.jpg', '../images/Aesculus sylvatica/flower1.jpg', '../images/Aesculus sylvatica/fruit1.jpg', '../images/Aesculus sylvatica/twig1.jpg', '../images/Aesculus sylvatica/bark1.jpg', '../images/Aesculus sylvatica/form1.jpg', '../images/Aesculus sylvatica/map.jpg', '../images/Aesculus sylvatica/map.pdf']","Opposite, palmately compound, 5 elliptical to obovate, serrated leaflets, each 4 to 6 inches long, dark green above, paler below.","Upright clusters of yellow, yellow-green, cream, pink or even red bell-shaped flowers, each cluster 4 to 7 inches long, appearing in early spring.",Three-parted smooth husk containing usually 1 chestnut brown seed; matures in late summer.,"Stout, light brown or gray, with raised lenticels, large opposite shield-shaped leaf scars, large pointed orange-brown buds are often paired at the ends of twigs.","Light gray-brown and smooth, mottled looking.","Large shrub or small tree up to 20 feet tall, open crown.",Hippocastanaceae,Aesculus,AESY,Aesculus sylvatica is native to North America. Range may be expanded by planting.,Magnoliopsida,,Sapindales,Sapindaceae,Aesculus,Aesculus sylvatica,,,28724.0,Rosanae,,,,,,,,,,,,,,
17,,,,,,,,,,,Ailanthus altissima,,17,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=7,tree-of-Heaven,,ornamental,,y,"[['black walnut', 'factsheet.cfm?ID=32'], ['smooth sumac', 'factsheet.cfm?ID=80'], ['Kentucky coffeetree', 'factsheet.cfm?ID=158'], ['poison sumac', 'factsheet.cfm?ID=581']]","['../images/Ailanthus altissima/latin.wav', '../images/Ailanthus altissima/leaf1.jpg', '../images/Ailanthus altissima/flower1.jpg', '../images/Ailanthus altissima/fruit1.jpg', '../images/Ailanthus altissima/twig1.jpg', '../images/Ailanthus altissima/bark1.jpg', '../images/Ailanthus altissima/form1.jpg', '../images/Ailanthus altissima/map.jpg', '../images/Ailanthus altissima/map.pdf', '../images/Ailanthus altissima/fall.jpg']","Alternate, pinnately compound, 1 to 3 feet long, with 11 to 41 leaflets, leaflets are 2 to 6 inches long, pointed at the tip with large, glandular teeth near the base, green above and below.","Species is dioecious; small yellow-green, in long (6 to 12 inches) clusters, males have a disagreeable odor, appearing in late spring to early summer.","An oblong, twisted samara, 1 to 1 1/2 inches long with the seed in the center, hanging in long clusters, ripens in late summer and disperse through the winter.","Stout, yellow to red-brown, with fine velvety hairs when young, easily broken with a large reddish brown pith; buds are relatively small and half-spherical sitting above large, heart-shaped leaf scars; terminal bud is absent.","Thin, light brown to gray, resembles the skin of a cantaloupe when young, later turning darker gray and rough.","A short to medium sized tree to 70 feet with heavy, open branches.",Simaroubaceae,Ailanthus,AIAL,,Magnoliopsida,,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,,,28827.0,Rosanae,,,,,,,,,,,,,,
18,,,,,,,,,,,Akebia quinata,,18,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=948,Five-leaf akebia,edible,,,y,[],"['../images/Akebia quinata/latin.wav', '../images/Akebia quinata/leaf1.jpg', '../images/Akebia quinata/flower1.jpg', '../images/Akebia quinata/twig1.jpg', '../images/Akebia quinata/bark1.jpg', '../images/Akebia quinata/form1.jpg', '../images/Akebia quinata/map.jpg', '../images/Akebia quinata/map.pdf']","Tardily deciduous, alternate, palmately compound with 5 leaflets; leaflets obovate to ovate, with rounded or notched tips, 1 1/2 to 3 inches long, entire margins, green or blue-green above and pale green below.","Species is polygamo-monoecious; maroon, 3 petals, fragrant, borne in drooping racemes; females 1 inch on the outside of the raceme; males 1/4 inch in the middle of the raceme; appearing with or just after the leaves.","A fleshy pale green to purple-pink sausage-like pod, 2-4 inches long, ripening in late summer and splitting open to reveal sweet and flavorful white pulp containing black seeds.","Slender, red-brown; buds small, imbricate, rounded to wedge-shaped and reddish-brown; leaf scars raised with 6 or more bundle scars.","Reddish to gray-brown, developing interlacing ridges and furrows.",A dense twining/climbing vine or ground cover.,Lardizabalaceae,Akebia,AKQU,,Magnoliopsida,,Ranunculales,Lardizabalaceae,Akebia,Akebia quinata,,,18857.0,Ranunculanae,,,,,,,,,,,,,,
19,,,,,,,,,,,Albizia julibrissin,,19,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=166,mimosa,toxic,ornamental,,y,"[['rattlebox', 'factsheet.cfm?ID=572'], ['honeylocust', 'factsheet.cfm?ID=30'], ['catclaw mimosa', 'factsheet.cfm?ID=620'], ['desertfern', 'factsheet.cfm?ID=887']]","['../images/Albizia julibrissin/latin.wav', '../images/Albizia julibrissin/leaf1.jpg', '../images/Albizia julibrissin/flower1.jpg', '../images/Albizia julibrissin/fruit1.jpg', '../images/Albizia julibrissin/twig1.jpg', '../images/Albizia julibrissin/bark1.jpg', '../images/Albizia julibrissin/form1.jpg', '../images/Albizia julibrissin/map.jpg', '../images/Albizia julibrissin/map.pdf']","Alternate, bi-pinnately compound and very feathery, 10-20 inches long.","Species is monoecious; very showy, occurring in rounded pink fluffy heads; individual flowers are small with long pink (1+ inch long) stamens; appearing in mid- to late summer.","A flattened pod, 5-6 inches long, gray-brown when mature, containing several hard seeds.","Medium textured, zigzag, green-brown to gray-brown in color, with numerous lenticels; buds are few-scaled, small and rounded.","Smooth and gray-brown, even on larger stems.","Small tree which branches low and quickly spreads into a wide V-shaped crown, especially when open-grown.",Fabaceae,Albizia,ALJU,,Magnoliopsida,,Fabales,Fabaceae,Albizia,Albizia julibrissin,,,26449.0,Rosanae,,,,,,,,,,,,,,
20,,,,,,,,,,,Alnus incana ssp. rugosa,,20,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=370,speckled alder,medicine,ornamental,,,"[['thinleaf alder', 'factsheet.cfm?ID=824'], ['hazel alder', 'factsheet.cfm?ID=8'], ['Sitka alder', 'factsheet.cfm?ID=192']]","['../images/Alnus incana ssp. rugosa/latin.wav', '../images/Alnus incana ssp. rugosa/leaf1.jpg', '../images/Alnus incana ssp. rugosa/flower1.jpg', '../images/Alnus incana ssp. rugosa/fruit1.jpg', '../images/Alnus incana ssp. rugosa/twig1.jpg', '../images/Alnus incana ssp. rugosa/bark1.jpg', '../images/Alnus incana ssp. rugosa/form1.jpg', '../images/Alnus incana ssp. rugosa/map.jpg', '../images/Alnus incana ssp. rugosa/map.pdf']","Alternate, simple, oval, doubly serrated, 2 to 4 inches long, dull dark green above, paler and may be velvety below.","Species is monoecious; in small clusters, preformed male catkins are 1/2 to 1 inch long, slender and green; females are much smaller, reddish green, open in early spring.","Cone-like, 1/2 inch long, brown when ripe, each scale enclosing a very small winged seed, mature in late summer, and persistent Twig: Moderate, gray-brown to reddish brown, velvety, lighter lenticels, buds stalked, plump and reddish brown.",,Smooth reddish brown with numerous conspicuous horizontal white to light orange lenticels.,Small clumping shrub that reaches 25 feet in height.,Betulaceae,Alnus,ALINR,Alnus incana ssp. rugosa is native to North America. Range may be expanded by planting.,Magnoliopsida,,Fagales,Betulaceae,Alnus,Alnus incana,,,181888.0,Rosanae,,,,,,,Alnus incana ssp. rugosa,,,,,,,
21,,,,,,,,,,,Alnus serrulata,,21,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=8,hazel alder,medicine,erosion control,,,"[['speckled alder', 'factsheet.cfm?ID=370'], ['European black alder', 'factsheet.cfm?ID=157'], ['beaked hazel', 'factsheet.cfm?ID=144'], ['hornbeam', 'factsheet.cfm?ID=17']]","['../images/Alnus serrulata/latin.wav', '../images/Alnus serrulata/leaf1.jpg', '../images/Alnus serrulata/flower1.jpg', '../images/Alnus serrulata/fruit1.jpg', '../images/Alnus serrulata/twig1.jpg', '../images/Alnus serrulata/bark1.jpg', '../images/Alnus serrulata/form1.jpg', '../images/Alnus serrulata/map.jpg', '../images/Alnus serrulata/map.pdf']","Alternate, simple, obovate to elliptical, 2 to 4 inches long, pinnately-veined, finely serrated wavy margin, dark green above, paler and finely hairy beneath.","Species is monoecious; both males and females preformed; males green brown catkins, 1 to 1 1/2 inches; female 1/2 inch long, reddish, opening in early spring.","Woody, cone like catkin, 1/2 inch long, dark brown with each scale enclosing a tiny, winged seed.","Reddish brown with gray fuzz, 3-angled pith; buds are stalked, plump, covered in 2 to 3 red-purple scales, resemble a match head.","Thin, gray to brown and smooth, trunk fluted.",A multi-stemmed small tree or large shrub with several twisted stems reaching up to 15 feet tall.,Betulaceae,Alnus,ALSE2,Alnus serrulata is native to North America. Range may be expanded by planting.,Magnoliopsida,,Fagales,Betulaceae,Alnus,Alnus serrulata,,,19468.0,Rosanae,,,,,,,,,,,,,,
22,,,,,,,,,,,Amelanchier arborea,,22,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=9,downy serviceberry,edible,,,,"[['shadblow serviceberry', 'factsheet.cfm?ID=850'], ['Alleghany serviceberry', 'factsheet.cfm?ID=820'], ['roundleaf serviceberry', 'factsheet.cfm?ID=1061'], ['American beech', 'factsheet.cfm?ID=47']]","['../images/Amelanchier arborea/latin.wav', '../images/Amelanchier arborea/leaf1.jpg', '../images/Amelanchier arborea/flower1.jpg', '../images/Amelanchier arborea/fruit1.jpg', '../images/Amelanchier arborea/twig1.jpg', '../images/Amelanchier arborea/bark1.jpg', '../images/Amelanchier arborea/form1.jpg', '../images/Amelanchier arborea/map.jpg', '../images/Amelanchier arborea/map.pdf', '../images/Amelanchier arborea/fall.jpg']","Alternate, simple, ovate, 1 1/2 to 3 inches long, pinnately-veined, finely serrate, green above and paler below, may be pubescent below, particularly when young.","Showy with 5 long (1/2 inch) strap-like white petals, occuring in elongated, drooping bunches, appear in spring just before or with the leaves.","Red to purple round berry-like pome, 1/4 to 3/8 inch in diameter, in small hanging clusters, ripen in early to mid summer.","Slender, flexible, red-brown to gray in color,a few lighter scattered lenticels, may be covered with fine hairs when young; buds are long pointed, up to 1/2 inch long, covered with only a few scales, usually with hairy margins, light yellow-green to red in color, often slightly hooking around twigs.","Smooth when young, ashy-gray with darker stripes; later becoming rough with long vertical splits and furrows.",A shrub or small tree up to 40 feet (occasionally much larger) with a narrow crown.,Rosaceae,Amelanchier,AMAR3,Amelanchier arborea is native to North America. Range may be expanded by planting.,Magnoliopsida,,Rosales,Rosaceae,Amelanchier,Amelanchier arborea,,,25110.0,Rosanae,,,,,,,,,,,,,,
23,,,,,,,,,,,Amelanchier canadensis,,23,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=850,shadblow serviceberry,edible,ornamental,,,"[['downy serviceberry', 'factsheet.cfm?ID=9'], ['Alleghany serviceberry', 'factsheet.cfm?ID=820'], ['roundleaf serviceberry', 'factsheet.cfm?ID=1061'], ['American beech', 'factsheet.cfm?ID=47']]","['../images/Amelanchier canadensis/latin.wav', '../images/Amelanchier canadensis/leaf1.jpg', '../images/Amelanchier canadensis/flower1.jpg', '../images/Amelanchier canadensis/fruit1.jpg', '../images/Amelanchier canadensis/twig1.jpg', '../images/Amelanchier canadensis/bark1.jpg', '../images/Amelanchier canadensis/form1.jpg', '../images/Amelanchier canadensis/map.jpg', '../images/Amelanchier canadensis/map.pdf']","Alternate, simple, ovate, pinnately-veined, 1 1/2 to 3 inches long, finely serrate.","Showy with 5 long (1/2 inch) strap-like white petals, borne on 3 inch racemes, appear before the leaves, in early spring.","Ripening in early to mid summer, 1/4 to 3/8 inch in diameter, rounded, red ripening to dark purple or black when ripe, edible.","Slender, flexible, red-brown in color, may be covered with fine hairs when young; buds may be up to 1/2 inch long, pointed, covered with scales, may have hairy margins, light yellow-green to reddish yellow.","Smooth when young, ashy-gray with dark stripes; later becoming rough with long splits and furrows.","A suckering shrub or small tree with a narrow crown, usually with multiple upright stems, to 25 feet.",Rosaceae,Amelanchier,AMCA4,Amelanchier canadensis is native to North America. Range may be expanded by planting.,Magnoliopsida,,Rosales,Rosaceae,Amelanchier,Amelanchier canadensis,Amelanchier canadensis var. canadensis,Amelanchier canadensis var. obovalis,25112.0,Rosanae,,,,,,,,,,,,,,
24,,,,,,,,,,,Amelanchier laevis,,24,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=820,Alleghany serviceberry,edible,ornamental,,,"[['shadblow serviceberry', 'factsheet.cfm?ID=850'], ['downy serviceberry', 'factsheet.cfm?ID=9'], ['roundleaf serviceberry', 'factsheet.cfm?ID=1061'], ['American beech', 'factsheet.cfm?ID=47']]","['../images/Amelanchier laevis/latin.wav', '../images/Amelanchier laevis/leaf1.jpg', '../images/Amelanchier laevis/flower1.jpg', '../images/Amelanchier laevis/fruit1.jpg', '../images/Amelanchier laevis/twig1.jpg', '../images/Amelanchier laevis/bark1.jpg', '../images/Amelanchier laevis/form1.jpg', '../images/Amelanchier laevis/map.jpg', '../images/Amelanchier laevis/map.pdf']","Alternate, simple, ovate, pinnately-veined, 1 1/2 to 3 inches long, finely serrate.","Showy with 5 long (1/2 inch) strap-like white petals, borne on up to 4 inch racemes, appear before the leaves in early spring.","Ripening in early to mid summer, 1/4 to 3/8 inch in diameter, rounded, red ripening to dark purple or black when ripe, edible.","Slender, flexible, red-brown in color, may be covered with fine hairs when young; buds may be up to 1/2 inch long, pointed, covered with scales, may have hairy margins, light yellow-green to reddish yellow.","Smooth when young, ashy-gray with dark stripes; later becoming rough with long splits and furrows.","A shrub or small tree with a narrow crown, usually with an upright stem, to 40 feet.",Rosaceae,Amelanchier,AMLA,Amelanchier laevis is native to North America. Range may be expanded by planting.,Magnoliopsida,,Rosales,Rosaceae,Amelanchier,Amelanchier laevis,,,182046.0,Rosanae,,,,,,,,,,,,,,
25,,,,,,,,,,,Amelanchier sanguinea,,25,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=1061,roundleaf serviceberry,toxic,,,,"[['shadblow serviceberry', 'factsheet.cfm?ID=850'], ['downy serviceberry', 'factsheet.cfm?ID=9'], ['Alleghany serviceberry', 'factsheet.cfm?ID=820'], ['American beech', 'factsheet.cfm?ID=47']]","['../images/Amelanchier sanguinea/latin.wav', '../images/Amelanchier sanguinea/leaf1.jpg', '../images/Amelanchier sanguinea/fruit1.jpg', '../images/Amelanchier sanguinea/twig1.jpg', '../images/Amelanchier sanguinea/bark1.jpg', '../images/Amelanchier sanguinea/form1.jpg', '../images/Amelanchier sanguinea/map.jpg', '../images/Amelanchier sanguinea/map.pdf']","Alternate, simple, nearly round to somewhat ovate or obovate, pinnately-veined with veins reaching all the way to the margin, 1 1/2 to 3 inches long, finely to coarsely serrate; base somewhat heart-shaped; green above, pale pubescent below when young.","Showy with 5 long (1/2 inch) strap-like white petals, borne on 2 inch sparsely pubescent racemes, appear before the leaves, in spring.","Ripening in mid to late-summer, 1/4 to 3/8 inch in diameter, rounded, red ripening to dark purple or black, edible.","Slender, flexible, red when young but becoming red-brown in color, may be covered with fine hairs when young; buds may be up to 1/2 inch long, pointed, covered with scales, may have hairy margins, light yellow-green to reddish yellow.","Smooth when young, ashy-gray with dark stripes; later becoming rough with long splits and furrows.",A single-stem or colony-forming straggling shrub to a very small tree with a narrow crown to 20 feet.,Rosaceae,Amelanchier,AMSA,Amelanchier sanguinea is native to North America. Range may be expanded by planting.,Magnoliopsida,,Rosales,Rosaceae,Amelanchier,Amelanchier sanguinea,,,25119.0,Rosanae,,,,,,,,,,,,,,
26,,,,,,,,,,,Amorpha fruticosa,,26,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=772,desert false indigo,,ornamental,,,"[['pea tree', 'factsheet.cfm?ID=763'], ['rattlebox', 'factsheet.cfm?ID=572']]","['../images/Amorpha fruticosa/latin.wav', '../images/Amorpha fruticosa/leaf1.jpg', '../images/Amorpha fruticosa/flower1.jpg', '../images/Amorpha fruticosa/twig1.jpg', '../images/Amorpha fruticosa/bark1.jpg', '../images/Amorpha fruticosa/form1.jpg', '../images/Amorpha fruticosa/map.jpg', '../images/Amorpha fruticosa/map.pdf']","Alternate, pinnately compound, to 10 inches long, up to 35 leaflets per leaf, each leaflet elliptical with an entire margin and on a petiole, 1/2 to 1 1/2 inches long, dull green above and light green below, usually glabrous, a slender stipule is present with young leaves.","Borne on tall (to 6 inch), slender spikes at the ends of the twigs, deep purple-blue with long bright orange or yellow anthers, appearing mid-summer, opening from base to tip.","Best described as tiny cucumbers, bright green and drying to brown, from 1/4 to 1/2 inch long.","Moderate, gray-brown and somewhat grooved below the nodes, may be covered in fine white pubescence, buds are small, gray-brown and appressed.",Smooth and gray.,"A multi-stem suckering shrub to 10 feet tall and nearly as wide, often described as ""leggy"".",Fabaceae,Amorpha,AMFR,Amorpha fruticosa is native to North America. Range may be expanded by planting.,Magnoliopsida,,Fabales,Fabaceae,Amorpha,Amorpha fruticosa,,,25368.0,Rosanae,,,,,,,,,,,,,,
